id,log_change,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012
901,0.41566697,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
902,0.51621648,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0
903,0.29571425,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
904,1.267235,0,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
905,0.87340494,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
906,0.00031254,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
907,-0.16764715,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1
908,0.10823614,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
909,-0.03968774,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
910,0.52735492,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
911,0.30228087,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
912,-0.43698935,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
913,0.14585187,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
914,0.640657,0,,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0
915,-0.10625697,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
916,0.49899116,0,,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0
917,0.16251892,0,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
918,0.1951697,0,,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0
919,0.12516315,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
920,0.12221764,0,,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0
921,0.00314961,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
922,0.23366748,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
923,0.23366748,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
924,0.05360945,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
925,0.34616536,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
926,0.0188122,0,,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0
927,-0.34122284,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
928,0.28718195,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0
929,0.17435339,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
930,0.25787854,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
931,0.08676062,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0
932,0.8060173,0,,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
933,0.91629073,0,,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0
934,1.36431546,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
935,1.294727167,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
936,0.32537793,0,,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0
937,-0.01217053,0,,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
938,0.08515781,0,,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0
939,0.21197025,0,,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
940,-0.24014113,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1
941,-0.17114826,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0
942,0.79112759,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
943,-0.10536051,0,,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
944,0.13627762,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
945,1.294727167,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
946,0.43577272,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0
947,0.0202027,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
948,-0.08661447,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
949,0.19158169,0,,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0
950,-0.19470561,0,,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0
951,-0.70271663,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
952,1.04145387,0,,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
953,-0.08661447,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
954,-0.03968774,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
955,0.48371421,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0
956,0.7503056,0,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
957,0.09000286,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
958,0.00723186,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0
959,0.05429308,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
960,0.33510475,0,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
961,-0.05229313,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
962,-0.18681595,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
963,1.33211863,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
964,0.26438651,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
965,0.14467194,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
966,-0.040822,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0
967,0.38623375,0,,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
968,0.61599815,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0
969,-0.02614528,0,,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0
970,-0.09393182,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
971,0.03488726,0,,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0
972,0.45065711,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0
973,0.33950714,0,,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0
974,0.69953697,0,,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0
975,0.13279148,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
976,0.51669075,0,,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0
977,-0.03871451,0,,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0
978,0.71192708,0,,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
979,0.22114154,0,,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0
980,0.9852836,0,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
981,0,0,,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0
982,-0.07840471,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
983,0.05429308,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
984,-0.14412199,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
985,0.23366748,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
986,-0.12136085,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
987,-0.14454277,0,,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
988,0.12405265,0,,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
989,0.15500575,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
990,-0.05354077,0,,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0
991,1.177065347,0,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
992,-0.42381424,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
993,-0.42381424,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
994,0.27199622,0,,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0
995,1.02290047,0,,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
996,1.177065347,0,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
997,0.08004271,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
998,0.46424729,0,,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0
999,0.02304766,0,,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0
1000,0.60832399,0,,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0
1001,-0.07729443,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
1002,0.52218938,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1003,0.79668786,0,,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0
1004,1.25452509,0,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
1005,-0.29946687,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
1006,-0.07729443,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
1007,-0.04919025,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
1008,0.76725515,0,,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
1009,0.25131443,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
1010,0.25131443,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
1011,-0.24686008,0,,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
1012,0.01904819,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0
1013,-0.66577599,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
1014,0.25837866,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0
1015,0.66949743,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
1016,0.42227223,0,,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0
1017,-0.00687288,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
1018,0.582448,0,,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
1019,-0.08661447,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
1020,-0.21470383,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
1021,0.10589229,0,,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
1022,0.38382593,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0
1023,-0.10625697,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
1024,1.04454506,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
1025,0.63598876,0,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
1026,-0.04683094,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1027,-0.01526747,0,,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
1028,0.23366748,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
1029,0.66782937,0,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
1030,-0.01526747,0,,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
1031,0.19074013,0,,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0
1032,0.46461278,0,,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0
1033,-0.24346204,0,,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0
1034,-0.17185026,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
1035,-0.01282068,0,,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
1036,-0.04301738,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
1037,0.65392646,0,,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1038,-0.06693948,0,,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0
1039,0.73018845,0,,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0
1040,0.97135051,0,,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0
1041,0.07410797,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
1042,0.4282777,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
1043,0.07410797,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
1044,1.19732827,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1045,0.00033339,0,,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0
1046,0.19415602,0,,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0
1047,0.26438651,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
1048,0.70875405,0,,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0
1049,-0.11926342,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
1050,0.37396645,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
1051,0.87183897,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
1052,0.7974082,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1053,-0.21318941,0,,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
1054,0.0901511,0,,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0
1055,-0.14944685,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
1056,0.01005033,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
1057,0.33504265,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0
1058,-0.28172514,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
1059,0.49553221,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0
1060,0.42073258,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0
1061,0.03080677,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
1062,-0.23803217,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
1063,-0.11040362,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
1064,0.46693143,0,,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0
1065,-0.28864315,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1066,0.77246098,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1067,0.75233605,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
1068,0.15897552,0,,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0
1069,-0.25378052,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
1070,0.66124844,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0
1071,0.84785357,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
1072,-0.13758567,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
1073,-0.12348106,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
1074,0.77485795,0,,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0
1075,1.328186727,0,,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
1076,-0.12783337,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
1077,0.61636003,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
1078,0.1008047,0,,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
1079,-0.40947313,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1
1080,-0.24827953,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
1081,0.00027782,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
1082,-0.13858617,0,,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
1083,0.95885035,0,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
1084,-0.8109117,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1085,-0.23180161,0,,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
1086,0.07796154,0,,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0
1087,0.47957308,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0
1088,0.95096619,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
1089,0.12825675,0,,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
1090,0.58903745,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
1091,0.5941158,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0
1092,0.78194268,0,,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
1093,0.29220309,0,,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0
1094,0.06846779,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
1095,0.11247798,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
1096,0.86949857,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0
1097,-0.07840471,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
1098,0.54472718,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
1099,0.75686299,0,,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
1100,0.15420624,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
1101,0.34389976,0,,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
1102,0.5941158,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0
1103,0.64716207,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
1104,0.67925353,0,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
1105,-0.8109117,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1106,0.39086631,0,,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0
1107,0.08781621,0,,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0
1108,0.52033973,0,,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0
1109,-0.40947313,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1
1110,0.68139617,0,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1111,-0.04042192,0,,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
1112,0.58778666,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0
1113,0.62057649,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
1114,0.88119941,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1115,0.20348636,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0
1116,0.744440472,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
1117,-0.16248322,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
1118,-0.05129329,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
1119,0.78194268,0,,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
1120,0.43721381,0,,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0
1121,0.26307881,0,,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0
1122,0.04499737,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
1123,0.04296603,0,,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0
1124,0.29370619,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
1125,0.1916173,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0
1126,-0.09038406,0,,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
1127,0.54654371,0,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1128,0.4780358,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
1129,0.14853112,0,,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0
1130,0,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
1131,-0.08183002,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
1132,0.11160603,0,,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0
1133,0.66866305,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
1134,-0.04498937,0,,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0
1135,-0.08632809,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1136,-0.40947313,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1
1137,0.11658758,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0
1138,0.90592794,0,,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
1139,0.7644102,0,,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1140,-0.10625697,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
1141,0.31015493,0,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
1142,0.22450317,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0
1143,0.27403677,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1144,0.39280671,0,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
1145,-0.8109117,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1146,-0.27958487,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
1147,0.78015856,0,,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0
1148,0.35742711,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0
1149,0.58192155,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1150,0.58192155,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1151,0.01526747,0,,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
1152,0.03922072,0,,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
1153,0.61802655,0,,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0
1154,1.09563166,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0
1155,0.03788332,0,,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0
1156,0.54639487,0,,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
1157,0.37729423,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0
1158,-0.79946877,0,,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0
1159,0.01600035,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0
1160,0.55173553,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
1161,0.12315458,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
1162,0.15897552,0,,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0
1163,0.18235489,0,,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0
1164,0.54996941,0,,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
1165,1.05233154,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1166,0.70423786,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
1167,-0.02532867,0,,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0
1168,0.08731547,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
1169,-0.06381152,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1170,0.33647224,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1171,0.70423786,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
1172,0.72763336,0,,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0
1173,-0.13665152,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
1174,-0.13073798,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
1175,0.92734057,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1176,-0.04959694,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
1177,-0.13073798,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
1178,0.00417537,0,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
1179,-0.10625697,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
1180,-0.08004271,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
1181,0.20300335,0,,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0
1182,0.39915594,0,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0
1183,-0.05665597,0,,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0
1184,1.37832619,0,,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0
1185,0.09409733,0,,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0
1186,0.11247798,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
1187,0.23366748,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
1188,-0.19375025,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
1189,0.39749694,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0
1190,0.16553444,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0
1191,-0.26236427,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
1192,0.43237022,0,,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0
1193,0.12470348,0,,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
1194,0.02640506,0,,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
1195,0.02957594,0,,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0
1196,0.78125444,0,,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0
1197,-0.17185026,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0
1198,0.62825955,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
1199,1.459906183,0,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
1200,0.04652001,0,,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
1201,-0.28064725,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0
1202,-0.09097178,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1203,-0.26601377,0,,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
1204,-0.8109117,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
1205,-0.07109592,0,,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0
1206,0.52884413,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
1207,0.9650809,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1208,0.86020127,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1209,0.38721738,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0
